N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer
205,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC11A-ROS,UIO,,,,,,,
206,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC10A-VIO,UIO,,,,,,,
207,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC09A-AMA,UIO,,,,,,,
208,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC08A-NEG,UIO,,,,,,,
209,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC07A-ROJ,UIO,,,,,,,
210,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC06A-BLA,UIO,,,,,,,
211,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC05A-GRI,UIO,,,,,,,
212,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC04A-CAF,UIO,,,,,,,
213,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC03A-VER,UIO,,,,,,,
214,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC02A-NAR,UIO,,,,,,,
215,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC01A-AZU,UIO,,,,,,,
216,UIO-Bodega (E)-Roldos (E)/N/A-F01-C24B-CEL,UIO,,,,,,,
217,UIO-Bodega (E)-Roldos (E)/N/A-F01-C23B-CEL,UIO,,,,,,,
218,UIO-Bodega (E)-Roldos (E)/N/A-F01-C22B-ROS,UIO,,,,,,,
219,UIO-Bodega (E)-Roldos (E)/N/A-F01-C21B-ROS,UIO,,,,,,,
220,UIO-Bodega (E)-Roldos (E)/N/A-F01-C20B-VIO,UIO,,,,,,,
221,UIO-Bodega (E)-Roldos (E)/N/A-F01-C19B-VIO,UIO,,,,,,,
222,UIO-Bodega (E)-Roldos (E)/N/A-F01-C18B-AMA,UIO,,,,,,,
223,UIO-Bodega (E)-Roldos (E)/N/A-F01-C17B-AMA,UIO,,,,,,,
224,UIO-Bodega (E)-Roldos (E)/N/A-F01-C16B-NEG,UIO,,,,,,,
225,UIO-Bodega (E)-Roldos (E)/N/A-F01-C15B-NEG,UIO,,,,,,,
226,UIO-Bodega (E)-Roldos (E)/N/A-F01-C14B-ROJ,UIO,,,,,,,
227,UIO-Bodega (E)-Roldos (E)/N/A-F01-C13B-ROJ,UIO,,,,,,,
228,UIO-Bodega (E)-Roldos (E)/N/A-F01-C12B-BLA,UIO,,,,,,,
229,UIO-Bodega (E)-Roldos (E)/N/A-F01-C11B-BLA,UIO,,,,,,,
230,UIO-Bodega (E)-Roldos (E)/N/A-F01-C10B-GRI,UIO,,,,,,,
231,UIO-Bodega (E)-Roldos (E)/N/A-F01-C09B-GRI,UIO,,,,,,,
232,UIO-Bodega (E)-Roldos (E)/N/A-F01-C08B-CAF,UIO,,,,,,,
233,UIO-Bodega (E)-Roldos (E)/N/A-F01-C07B-CAF,UIO,,,,,,,
234,UIO-Bodega (E)-Roldos (E)/N/A-F01-C06B-VER,UIO,,,,,,,
235,UIO-Bodega (E)-Roldos (E)/N/A-F01-C05B-VER,UIO,,,,,,,
236,UIO-Bodega (E)-Roldos (E)/N/A-F01-C04B-NAR,UIO,,,,,,,
237,UIO-Bodega (E)-Roldos (E)/N/A-F01-C03B-NAR,UIO,,,,,,,
238,UIO-Bodega (E)-Roldos (E)/N/A-F01-C02B-AZU,UIO,,,,,,,
239,UIO-Bodega (E)-Roldos (E)/N/A-F01-C01B-AZU,UIO,,,,,,,
240,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C35B-GRI,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C35B,GRI
241,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C34B-AZU,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C34B,AZU
242,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C33B-AZU,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C33B,AZU
243,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C32B-NEG,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C32B,NEG
244,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C31B-NEG,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C31B,NEG
245,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C30B-CAF,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C30B,CAF
246,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C29B-CAF,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C29B,CAF
247,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C28B-CEL,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C28B,CEL
248,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C27B-CEL,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C27B,CEL
249,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C26B-NAR,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C26B,NAR
250,UIO-Armenia (A)-Vilatuna (E)/Pintag (E)-F01-C25B-NAR,UIO,UIO,Armenia (A),Vilatuna (E),Pintag (E),F01,C25B,NAR
251,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-P22B-ROS,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,P22B,ROS
252,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-P21B-ROS,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,P21B,ROS
253,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-P20B-ROS,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,P20B,ROS
254,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-P19B-ROS,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,P19B,ROS
255,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD18B-VIO,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD18B,VIO
256,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD17B-VIO,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD17B,VIO
257,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD16B-GRI,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD16B,GRI
258,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD15B-GRI,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD15B,GRI
259,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD14B-AZU,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD14B,AZU
260,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD13B-AZU,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD13B,AZU
261,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD12B-NEG,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD12B,NEG
262,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD11B-NEG,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD11B,NEG
263,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD10B-CAF,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD10B,CAF
264,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD09B-CAF,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD09B,CAF
265,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD08B-CEL,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD08B,CEL
266,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD07B-CEL,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD07B,CEL
267,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD06B-NAR,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD06B,NAR
268,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD05B-NAR,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD05B,NAR
269,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD04B-VER,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD04B,VER
270,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD03B-VER,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD03B,VER
271,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD02B-AMA,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD02B,AMA
272,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD01B-AMA,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD01B,AMA
273,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC40B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC40B,CEL
274,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC39B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC39B,CEL
275,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC38B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC38B,CEL
276,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC37B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC37B,CEL
277,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC36B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC36B,ROS
278,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC35B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC35B,ROS
279,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC34B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC34B,ROS
280,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC33B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC33B,ROS
281,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC32B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC32B,VIO
282,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC31B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC31B,VIO
283,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC30B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC30B,VIO
284,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC29B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC29B,VIO
285,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC28B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC28B,AMA
286,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC27B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC27B,AMA
287,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC26B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC26B,AMA
288,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC25B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC25B,AMA
289,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC24B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC24B,NEG
290,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC23B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC23B,NEG
291,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC22B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC22B,NEG
292,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC21B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC21B,NEG
293,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC20B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC20B,ROJ
294,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC19B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC19B,ROJ
295,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC18B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC18B,ROJ
296,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC17B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC17B,ROJ
297,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC16B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC16B,BLA
298,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC15B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC15B,BLA
299,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC14B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC14B,BLA
300,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-P13B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,P13B,BLA
301,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-P12B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,P12B,GRI
302,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-P11B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,P11B,GRI
303,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-P10B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,P10B,GRI
304,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC09B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC09B,GRI
305,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC08B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC08B,CAF
306,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC07B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC07B,CAF
307,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC06B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC06B,CAF
308,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC05B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC05B,CAF
309,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC04B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC04B,VER
310,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC03B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC03B,VER
311,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC02B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC02B,VER
312,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC01B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC01B,VER
313,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC20A-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC20A,CEL
314,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC19A-CEL
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC19A,CEL
315,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC18A-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC18A,ROS
316,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC17A-ROS
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC17A,ROS
317,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC16A-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC16A,VIO
318,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC15A-VIO
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC15A,VIO
319,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC14A-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC14A,AMA
320,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC13A-AMA
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC13A,AMA
321,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC12A-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC12A,NEG
322,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC11A-NEG
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC11A,NEG
323,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC10A-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC10A,ROJ
324,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-P09B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,P09B,GRI
325,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC39B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC39B,CEL
326,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC38B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC38B,CEL
327,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC37B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC37B,CEL
328,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC29B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC29B,VIO
329,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC30B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC30B,VIO
330,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC19B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC19B,ROJ
331,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC16B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC16B,BLA
332,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC17B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC17B,ROJ
333,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC32B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC32B,VIO
334,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC33B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC33B,ROS
335,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC28B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC28B,AMA
336,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC27B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC27B,AMA
337,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC26B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC26B,AMA
338,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC25B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC25B,AMA
339,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-P24B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,P24B,NEG
340,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC35B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC35B,ROS
341,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC34B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC34B,ROS
342,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC36B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC36B,ROS
343,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC40B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC40B,CEL
344,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC18B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC18B,ROJ
345,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC20B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC20B,ROJ
346,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC31B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC31B,VIO
347,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC15B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC15B,BLA
348,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-P23B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,P23B,NEG
349,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC22B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC22B,NEG
350,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC21B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC21B,NEG
351,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-P13B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,P13B,BLA
352,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-P14B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,P14B,BLA
353,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC12B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC12B,GRI
354,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-P10B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,P10B,GRI
355,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC08B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC08B,CAF
356,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC07B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC07B,CAF
357,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC03B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC03B,VER
358,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC09A-ROJ
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC09A,ROJ
359,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC08A-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC08A,BLA
360,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC07A-BLA
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC07A,BLA
361,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-P06A-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,P06A,GRI
362,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-P05A-GRI
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,P05A,GRI
363,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-P04A-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,P04A,CAF
364,"GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-P03A-CAF
",GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,P03A,CAF
